id,longitude,latitude,gps_height,quality_group,district_code,region_code,extraction_type,waterpoint_type
157,33.85064433,-3.11078966,0,good,2,17,mono,communal standpipe multiple
158,37.04411854,-2.76414103,1126,good,6,2,afridev,hand pump
159,35.5511203,-2.05858223,2046,good,5,2,submersible,communal standpipe
160,36.91908077,-7.76865145,264,good,3,5,gravity,communal standpipe
161,30.50597163,-7.10985888,774,good,3,15,nira/tanira,hand pump
162,31.94255806,-8.63830023,1507,good,2,15,india mark ii,hand pump
164,36.83729312,-3.31651697,1545,good,7,2,gravity,communal standpipe
165,33.65163028,-2.75235924,0,good,2,19,nira/tanira,hand pump
166,33.04836315,-9.39130171,0,milky,5,12,nira/tanira,hand pump
167,36.92503573,-3.38665312,1149,good,7,2,gravity,communal standpipe
168,35.89967039,-6.28535289,0,good,4,1,mono,communal standpipe multiple
169,36.58826697,-3.27289438,1609,good,2,2,gravity,communal standpipe
170,33.53163485,-4.07380667,0,salty,2,14,other,other
171,36.69589628,-3.35837977,1433,good,3,2,gravity,communal standpipe
173,38.80526071,-6.59746623,17,good,2,6,mono,communal standpipe
174,36.89916569,-7.79663177,274,good,3,5,gravity,communal standpipe
175,37.62331263,-3.07994002,1395,good,1,3,gravity,communal standpipe
176,30.6324216,-2.60595262,0,good,30,18,other,other
177,33.92290091,-9.60387649,0,good,3,12,gravity,communal standpipe
178,38.59876341,-5.29611039,247,good,2,4,gravity,communal standpipe multiple
179,36.68035133,-5.31985514,1264,salty,5,21,submersible,communal standpipe
180,37.30344453,-3.21845474,1456,good,4,3,gravity,other
181,31.6006426,-7.96717705,1789,good,4,15,other,other
182,35.51757167,-4.44099866,1564,good,2,21,gravity,communal standpipe
183,35.04369765,-4.64325412,1635,good,2,13,other,communal standpipe
184,34.58616576,-9.20924273,1930,good,4,11,gravity,communal standpipe multiple
185,33.52621646,-9.34506344,0,good,5,12,gravity,communal standpipe
186,37.88020724,-4.45689348,648,good,3,3,gravity,communal standpipe
187,35.76281332,-6.30346824,0,colored,5,1,other,other
189,33.33498863,-2.93597665,0,good,4,19,swn 80,hand pump
190,37.23863918,-5.53421717,1375,salty,5,21,india mark ii,hand pump
191,34.20955298,-4.76483583,1183,good,2,13,submersible,communal standpipe
192,34.29674509,-8.70120584,0,good,7,12,gravity,communal standpipe
193,31.55071761,-1.71219043,0,good,3,18,gravity,improved spring
194,0,-2.00E-08,0,good,1,17,swn 80,hand pump
195,35.26125768,-10.52256656,1004,good,2,10,gravity,communal standpipe
196,35.77314566,-8.10053267,1866,good,7,11,gravity,communal standpipe
197,31.23801358,-6.31851416,1196,good,1,15,india mark ii,hand pump
198,34.68915044,-5.0255907,1547,unknown,2,13,other,other
199,34.3463905,-9.27955999,2242,good,4,11,gravity,communal standpipe
200,37.59838182,-3.23172882,1551,good,1,3,gravity,communal standpipe
201,35.67201021,-3.35843082,1498,good,30,24,gravity,communal standpipe multiple
202,32.04837352,-8.56965973,1541,good,2,15,nira/tanira,hand pump
203,39.77753696,-10.47294256,249,good,1,99,mono,communal standpipe multiple
204,32.95505871,-9.07181052,0,good,6,12,gravity,communal standpipe
205,38.32764168,-4.4571145,1254,good,1,4,gravity,communal standpipe
206,36.81718001,-3.48143713,991,good,2,2,gravity,communal standpipe
207,30.78780319,-2.39412503,0,good,30,18,gravity,communal standpipe
209,35.58061842,-4.81430027,0,good,1,1,cemo,communal standpipe
210,33.04743264,-9.03264406,0,good,6,12,nira/tanira,hand pump
212,34.71103414,-8.33203432,0,good,7,12,gravity,communal standpipe
213,32.59021263,-3.93928567,0,milky,3,17,other,other
214,38.87525255,-9.93463257,195,salty,53,80,nira/tanira,hand pump
215,35.85015357,-8.66561686,318,good,3,5,other,other
218,34.09655595,-3.72538852,0,good,6,17,ksb,communal standpipe multiple
221,39.37370696,-6.87047415,-29,salty,3,7,mono,communal standpipe
222,34.71100635,-4.50827536,1446,good,1,13,afridev,hand pump
223,31.64200381,-1.84179061,0,good,3,18,gravity,communal standpipe
224,37.11864747,-3.16902748,1564,good,7,3,gravity,communal standpipe
225,33.61810661,-2.72810093,0,good,2,19,submersible,communal standpipe multiple
226,39.6603147,-7.91105568,-14,good,60,60,submersible,communal standpipe
227,33.92085324,-3.6877905,0,good,8,17,windmill,communal standpipe
229,34.69278346,-1.66958309,1541,good,2,20,gravity,hand pump
230,33.06216277,-8.57163038,0,good,1,12,gravity,communal standpipe
231,38.86518922,-6.76125984,99,good,2,6,gravity,communal standpipe
233,39.58360577,-9.91088994,97,milky,62,80,other,hand pump
234,35.13741947,-4.75135131,1439,good,2,13,mono,communal standpipe
235,32.40537688,-3.32549134,0,milky,3,17,other,other
236,34.4166879,-8.62458621,0,good,7,12,gravity,communal standpipe
237,37.64635434,-3.78857768,973,good,2,3,gravity,communal standpipe
238,37.07447472,-3.30883448,1010,good,7,3,gravity,communal standpipe
240,31.24706744,-7.85488562,1693,good,3,15,gravity,communal standpipe
241,31.87022533,-3.350092,0,good,5,17,nira/tanira,hand pump
242,36.27823848,-11.21017206,681,good,5,10,gravity,communal standpipe
244,32.38493811,-4.11890856,0,good,3,17,other,other
245,35.87145674,-4.13817637,1174,good,1,21,gravity,communal standpipe
246,32.51777378,-9.15381454,0,good,6,12,nira/tanira,hand pump
248,34.28595837,-1.69666593,1305,salty,2,20,afridev,hand pump
249,37.32845202,-6.72594126,400,good,1,5,submersible,communal standpipe
250,33.86818092,-4.28691481,0,good,2,14,gravity,other
252,36.14204619,-8.92565787,288,good,4,5,swn 80,hand pump
253,29.80846858,-4.53637188,1528,good,2,16,gravity,communal standpipe multiple
254,36.98412828,-3.21891456,1337,good,7,3,gravity,communal standpipe
256,34.23160106,-9.37219839,1930,good,3,11,gravity,communal standpipe
257,37.1405528,-6.77922884,442,good,1,5,submersible,communal standpipe
258,36.44246312,-7.02486513,0,good,1,1,gravity,communal standpipe multiple
260,32.92510053,-2.63806157,0,good,3,19,swn 80,hand pump
261,32.9224509,-9.35249334,0,good,5,12,nira/tanira,hand pump
262,38.99883309,-6.48611425,-11,good,1,6,ksb,communal standpipe
264,35.28308756,-3.33493375,1063,good,5,2,gravity,communal standpipe
265,39.56907424,-10.90211187,239,good,4,9,submersible,communal standpipe multiple
266,36.65144903,-8.12461151,247,good,3,5,nira/tanira,hand pump
267,33.30037338,-2.82590526,0,good,4,19,swn 80,hand pump
268,31.78760087,-1.4059427,0,good,2,18,gravity,improved spring
269,33.9009287,-9.47593486,0,good,3,12,gravity,communal standpipe
271,32.40903002,-3.40202144,0,milky,3,17,nira/tanira,hand pump
272,35.8730991,-4.14239845,1180,good,1,21,gravity,communal standpipe
274,0,-2.00E-08,0,unknown,6,19,ksb,communal standpipe multiple
275,30.55998701,-7.04626131,761,good,3,15,swn 80,hand pump
276,33.01611432,-2.92464338,0,good,7,19,ksb,communal standpipe multiple
278,39.86039144,-7.72593691,-28,good,6,6,afridev,hand pump
279,38.22771906,-4.5420819,1811,good,1,4,nira/tanira,hand pump
280,33.87132651,-9.5872115,0,good,3,12,gravity,communal standpipe
281,36.89787925,-3.4007014,1112,good,7,2,gravity,communal standpipe
283,36.87856193,-3.19762358,1476,good,7,2,gravity,communal standpipe
284,39.25600897,-10.64352194,505,good,33,90,submersible,communal standpipe
285,31.54267082,-1.84572552,0,good,3,18,gravity,improved spring
287,0,-2.00E-08,0,good,2,19,swn 80,hand pump
288,37.57457472,-7.44067177,203,good,2,5,swn 80,hand pump
289,34.61088093,-9.02085236,1593,good,4,11,gravity,communal standpipe
290,36.37277297,-6.71810935,0,good,1,1,other,other
291,35.34547268,-9.83392639,1293,good,2,10,gravity,communal standpipe
292,32.10780988,-2.45240135,0,good,5,19,nira/tanira,hand pump
294,33.33543524,-8.94736472,0,good,2,12,gravity,communal standpipe
295,33.46778517,-3.09641799,0,good,4,19,nira/tanira,hand pump
296,37.66128995,-3.13031906,1122,good,1,3,gravity,communal standpipe
297,35.73033682,-10.82730709,750,good,2,10,gravity,communal standpipe
298,36.79821162,-7.1886126,648,good,1,5,gravity,communal standpipe
299,34.96044805,-5.85076371,1095,good,3,13,mono,communal standpipe multiple
300,34.6507117,-11.06439666,508,good,3,10,gravity,communal standpipe
301,35.83210616,-7.46539243,1224,good,1,11,gravity,communal standpipe
302,35.10408631,-9.54348294,1690,good,4,11,gravity,communal standpipe
305,29.88351835,-4.95888295,1016,good,3,16,gravity,communal standpipe
306,37.69410599,-7.42389666,154,unknown,2,5,other,other
307,34.48471345,-9.71273679,1646,good,5,11,gravity,communal standpipe
308,33.06929099,-2.09631226,1168,good,1,19,india mark ii,hand pump
310,38.8988076,-10.49086971,257,salty,53,80,india mark iii,hand pump
311,32.98389791,-4.11248241,0,good,1,14,nira/tanira,hand pump
312,36.38922446,-6.62664186,0,good,1,1,gravity,communal standpipe
313,33.00293097,-2.03847355,1259,good,1,19,other,other
314,30.87873042,-2.89767053,0,good,30,18,india mark ii,hand pump
315,31.73656325,-1.44076374,0,good,2,18,gravity,communal standpipe
316,33.04802365,-2.09790084,1188,good,1,19,india mark ii,hand pump
317,39.73190522,-10.22033788,101,good,23,80,nira/tanira,hand pump
318,39.24990983,-7.00713546,40,good,43,60,nira/tanira,hand pump
319,36.48347446,-3.3969473,1326,good,1,2,gravity,communal standpipe
321,32.78119494,-5.06362402,0,good,6,14,other,other
323,0,-2.00E-08,0,good,2,19,swn 80,hand pump
325,36.46421589,-11.56161898,587,good,5,10,nira/tanira,hand pump
326,29.87612813,-4.60291137,1073,good,2,16,gravity,communal standpipe multiple
327,33.44058048,-2.10657917,1207,good,4,20,other,hand pump
328,29.7641034,-4.46750576,1663,good,2,16,other,other
330,29.81715316,-4.88262841,911,good,3,16,gravity,communal standpipe multiple
331,36.98376242,-5.99780208,1074,good,1,5,nira/tanira,hand pump
332,34.69850906,-5.75746728,1311,salty,3,13,mono,communal standpipe multiple
333,34.64395699,-1.39031191,1822,good,1,20,afridev,hand pump
334,36.8547702,-7.97360145,288,good,3,5,afridev,hand pump
335,38.9783974,-5.42295094,-28,salty,5,4,other,other
336,39.73376164,-10.6589599,211,salty,1,99,submersible,communal standpipe multiple
337,29.69182833,-4.83944178,847,good,3,16,gravity,communal standpipe multiple
338,36.46378568,-11.56857679,559,good,5,10,other,other
339,33.1386876,-9.27961161,0,good,2,12,nira/tanira,hand pump
342,35.69039486,-7.87837362,1580,good,1,11,gravity,communal standpipe
343,36.97960608,-3.34620056,1111,good,7,2,gravity,communal standpipe
344,29.9778195,-4.37303217,1351,good,2,16,nira/tanira,hand pump
345,34.78488687,-5.19972305,1471,unknown,2,13,mono,communal standpipe
346,34.03231184,-3.19101285,0,good,2,17,nira/tanira,hand pump
347,34.59818416,-9.01593583,1558,good,4,11,gravity,communal standpipe
348,37.50710382,-3.36113393,934,good,4,3,gravity,communal standpipe
349,35.90891809,-8.58916946,299,good,3,5,nira/tanira,hand pump
350,38.70188638,-10.24724865,424,salty,3,8,other,other
351,37.42391776,-3.30942392,1378,good,4,3,gravity,communal standpipe
352,35.89791195,-8.10104334,1926,good,7,11,gravity,communal standpipe
353,34.72721122,-4.5679844,1498,unknown,2,13,mono,communal standpipe
354,37.01330614,-3.22160735,1279,good,7,3,gravity,communal standpipe
355,38.56622532,-8.29782645,151,good,53,60,mono,communal standpipe
356,32.74534121,-4.19801179,0,good,1,14,nira/tanira,hand pump
357,30.82111849,-3.04293298,1402,good,1,16,gravity,communal standpipe multiple
361,37.66420209,-6.85175444,626,good,5,5,gravity,communal standpipe
362,30.02699221,-4.93610655,1089,good,3,16,gravity,communal standpipe
363,34.56962598,-9.29638289,2083,good,4,11,gravity,communal standpipe
366,38.64492714,-4.79337163,372,salty,2,4,afridev,hand pump
367,30.74420424,-3.41628988,1370,good,1,16,gravity,communal standpipe
368,34.51685906,-9.15801576,1783,good,4,11,gravity,communal standpipe
369,35.4394573,-8.10933339,1713,good,1,11,gravity,communal standpipe
370,31.99709108,-6.65728341,1193,good,1,15,india mark ii,hand pump
371,37.07260791,-3.18867979,1269,good,7,3,gravity,communal standpipe
373,36.85094835,-3.4934532,965,good,2,2,other,other
374,37.84627718,-4.14732867,971,good,3,3,gravity,other
377,37.07202702,-3.06432997,1546,good,7,3,gravity,communal standpipe
378,31.71777919,-8.36710544,1775,good,2,15,gravity,communal standpipe
380,36.48532186,-3.40832013,1296,good,1,2,gravity,communal standpipe
381,37.14280237,-6.78653564,441,good,1,5,submersible,communal standpipe
382,39.43009805,-10.25713228,66,good,23,80,nira/tanira,hand pump
384,34.17420822,-3.08541224,0,good,6,17,nira/tanira,hand pump
385,31.33814491,-2.6786569,0,good,4,18,afridev,hand pump
386,36.52772505,-3.39200562,1339,good,2,2,gravity,communal standpipe
387,36.42356603,-6.93715993,0,good,1,1,gravity,communal standpipe
388,38.76554001,-5.27828608,173,salty,3,4,nira/tanira,hand pump
391,33.11437854,-3.33245558,0,good,4,19,swn 80,hand pump
392,37.60505491,-3.03305849,1502,good,1,3,other,other
393,34.86480804,-4.96592055,1610,good,2,13,submersible,communal standpipe
394,32.913179,-9.35531025,0,salty,5,12,swn 80,hand pump
395,39.06835156,-4.73600778,0,salty,8,4,nira/tanira,hand pump
397,35.44786007,-10.63311277,1022,good,2,10,other,communal standpipe
398,38.3037724,-6.12350014,304,good,1,6,ksb,communal standpipe
399,36.10665931,-5.47272802,0,good,4,1,mono,communal standpipe multiple
400,37.6197076,-3.24416944,1372,good,1,3,gravity,communal standpipe
401,37.59524112,-3.74789663,920,good,2,3,gravity,other
402,33.81756073,-9.55838417,0,good,3,12,gravity,communal standpipe
404,38.65511528,-10.66562905,427,salty,33,90,india mark ii,hand pump
406,35.32659188,-4.14811894,1825,good,3,21,other,other
410,36.00205855,-9.08814375,311,good,4,5,swn 80,hand pump
411,34.28031129,-3.47541327,0,good,6,17,gravity,communal standpipe multiple
412,36.70552374,-6.02183179,0,salty,3,1,submersible,communal standpipe multiple
413,38.45578754,-4.9104341,1247,good,1,4,gravity,communal standpipe
414,39.01869682,-7.34673319,104,unknown,43,60,india mark ii,hand pump
415,30.03698193,-4.51335194,1676,good,2,16,gravity,communal standpipe multiple
416,36.4749672,-8.4239917,266,good,4,5,nira/tanira,hand pump
417,35.9819986,-7.9166857,1643,good,7,11,swn 80,hand pump
420,35.59308797,-10.62446636,1050,good,4,10,india mark ii,hand pump
421,33.90100433,-9.43634373,0,good,3,12,gravity,communal standpipe
422,33.90260686,-1.80268083,1335,good,3,20,nira/tanira,hand pump
423,38.74249524,-5.1050287,742,unknown,3,4,india mark ii,hand pump
424,35.97209363,-6.09835782,0,salty,5,1,mono,communal standpipe
425,30.57407985,-6.97654279,766,good,3,15,nira/tanira,hand pump
426,35.83501458,-6.12579246,0,good,5,1,mono,communal standpipe
429,35.93496405,-8.26013087,1869,good,7,11,gravity,communal standpipe
430,34.05291015,-6.01260397,1555,salty,3,13,afridev,hand pump
431,33.40248888,-4.23850582,0,salty,2,14,submersible,communal standpipe multiple
432,33.98230177,-3.44613118,0,good,2,17,swn 80,hand pump
433,38.06130338,-9.40936413,277,good,43,80,nira/tanira,hand pump
434,34.75898138,-9.12646808,1801,good,4,11,gravity,communal standpipe
435,36.91283753,-7.76907754,266,good,3,5,gravity,communal standpipe
436,35.99887343,-4.7090484,0,good,1,1,gravity,communal standpipe
437,38.96719978,-9.99098527,276,good,53,80,other,other
438,37.61871777,-6.13761324,340,good,6,5,swn 80,hand pump
439,0,-2.00E-08,0,good,1,17,nira/tanira,hand pump
440,30.75135663,-2.97225276,0,good,30,18,india mark ii,hand pump
441,37.17974182,-6.32609667,0,good,1,5,other,other
442,35.98917543,-5.88782909,0,good,5,1,gravity,communal standpipe
443,33.28347086,-3.12003594,0,good,4,19,swn 80,hand pump
444,34.49162293,-9.81696492,1719,good,5,11,gravity,communal standpipe
445,36.0104705,-9.0861632,322,good,4,5,gravity,communal standpipe
446,31.17294502,-1.43665962,0,good,1,18,gravity,communal standpipe
447,33.27128281,-8.03090933,0,good,1,12,india mark ii,hand pump
448,35.06678303,-7.9275607,1031,good,1,11,gravity,communal standpipe
449,36.96133777,-3.25755535,1296,good,7,2,gravity,communal standpipe
450,35.80437135,-10.70961904,896,good,2,10,gravity,communal standpipe
451,33.74124806,-4.81454009,0,good,3,14,afridev,hand pump
452,34.92102061,-8.9517297,1619,good,4,11,gravity,communal standpipe
454,35.42602046,-4.22744596,2092,good,1,21,gravity,communal standpipe
455,38.77318782,-7.27104988,308,good,33,60,other,hand pump
456,31.46937508,-1.55184324,0,good,2,18,swn 80,hand pump
457,34.36877351,-8.76799593,0,good,7,12,gravity,communal standpipe
458,36.96797076,-3.34146691,1309,good,7,2,submersible,communal standpipe
459,31.65915517,-3.39230794,0,good,5,17,nira/tanira,hand pump
460,32.26732951,-5.06496262,0,good,4,14,afridev,hand pump
461,34.90179053,-4.54190471,1597,good,2,13,submersible,communal standpipe
462,29.67189412,-4.77623567,962,good,3,16,gravity,communal standpipe multiple
463,35.3823697,-7.95123183,1710,good,1,11,gravity,communal standpipe
464,33.60545666,-3.61391562,0,good,8,17,other,other
465,35.81217695,-7.46781988,1250,good,1,11,gravity,communal standpipe
468,38.80367502,-10.65632118,379,salty,33,90,india mark ii,hand pump
469,38.23856758,-6.179919,290,salty,1,6,india mark ii,hand pump
471,33.85041604,-8.830581,0,good,7,12,gravity,communal standpipe
472,31.20675346,-1.4256552,0,good,1,18,gravity,communal standpipe
474,34.15452797,-8.8407164,1063,good,3,11,gravity,communal standpipe
475,34.81590623,-9.6565512,1795,good,4,11,gravity,communal standpipe
476,39.53747787,-10.18937466,33,good,23,80,ksb,communal standpipe multiple
477,30.59562955,-5.80101901,1439,good,1,15,india mark ii,hand pump
478,34.65636076,-9.31442202,2060,good,4,11,gravity,communal standpipe
479,33.9349361,-9.49699775,0,good,3,12,gravity,communal standpipe
480,37.91037845,-4.41338396,1330,good,3,3,gravity,communal standpipe
481,36.66308367,-6.36457452,0,salty,3,1,other,other
482,33.70031153,-1.88292683,1241,salty,3,20,afridev,hand pump
483,32.52409552,-4.83818941,0,unknown,3,14,other,other
484,34.76130185,-1.78865122,1621,good,2,20,nira/tanira,hand pump
485,35.49970553,-3.38772238,1556,good,30,24,gravity,communal standpipe
486,32.53682812,-4.10362919,0,milky,3,17,other,other
487,33.73824568,-1.910207,1283,good,3,20,afridev,hand pump
488,36.89635286,-7.85762941,264,good,3,5,gravity,communal standpipe
489,34.66876556,-9.05859172,1682,good,4,11,gravity,communal standpipe
490,36.21871989,-10.26703663,776,good,5,10,swn 80,hand pump
491,36.69200628,-3.32942391,1583,good,2,2,gravity,communal standpipe multiple
492,33.51813022,-3.45445766,0,unknown,8,17,gravity,communal standpipe multiple
493,32.78827657,-8.98658291,0,good,6,12,nira/tanira,hand pump
494,38.29175934,-4.6618184,1758,good,1,4,gravity,communal standpipe
495,29.93044361,-4.81048381,1040,good,2,16,gravity,communal standpipe
498,0,-2.00E-08,0,good,1,17,gravity,communal standpipe
500,36.41962777,-8.14049654,285,good,3,5,nira/tanira,hand pump
