id,status_group
1385,2
1387,0
1388,2
1389,2
1390,0
1391,0
1392,2
1393,2
1394,2
1395,0
1396,0
1397,2
1399,1
1400,0
1401,0
1402,0
1403,0
1404,2
1405,0
1406,1
1408,2
1409,2
1410,0
1411,0
1412,2
1414,0
1415,2
1416,0
1417,2
1418,0
1421,2
1422,0
1423,0
1424,1
1425,0
1426,2
1427,0
1428,0
1429,1
1430,2
1432,0
1433,0
1434,2
1436,1
1437,0
1438,2
1439,0
1441,1
1442,0
1443,0
1444,2
1445,2
1446,0
1447,0
1448,0
1449,2
1450,2
1451,2
1452,0
1453,1
1454,2
1455,0
1456,2
1459,2
1460,2
1461,0
1462,0
1463,0
1464,0
1465,0
1469,2
1470,2
1472,0
1473,0
1474,0
1475,2
1476,2
1477,0
1478,0
1479,2
1480,1
1481,0
1484,0
1485,2
1486,0
1487,0
1488,0
1489,2
1490,0
1491,0
1492,0
1494,0
1495,0
1497,0
1498,2
1500,2
1502,2
1503,2
1505,0
1507,0
1509,0
1510,0
1511,0
1513,2
1515,0
1516,0
1517,2
1518,0
1522,0
1524,1
1525,2
1526,0
1527,0
1528,2
1529,0
1530,2
1531,2
1532,2
1533,0
1534,2
1535,2
1536,0
1537,2
1541,0
1542,0
1544,0
1547,0
1548,2
1549,2
1550,2
1551,1
1552,2
1553,0
1555,1
1556,0
1557,2
1559,0
1560,1
1561,1
1562,0
1563,1
1564,2
1567,2
1568,0
1569,0
1571,0
1572,0
1573,0
1575,0
1576,2
1577,0
1578,2
1579,0
1581,1
1582,0
1583,2
1584,1
1585,2
1586,2
1587,2
1588,2
1590,0
1592,2
1593,0
1594,0
1595,1
1596,0
1598,0
1599,0
1601,0
1603,0
1604,1
1605,2
1606,0
1607,0
1608,2
1609,0
1610,2
1611,0
1613,0
1614,0
1615,0
1616,1
1617,2
1618,2
1619,0
1620,0
1621,2
1622,2
1623,0
1624,0
1626,0
1627,2
1628,2
1629,0
1630,2
1631,2
1633,1
1634,2
1635,2
1636,1
1637,2
1638,2
1640,2
1641,0
1643,0
1644,2
1645,1
1646,2
1647,2
1650,2
1651,0
1652,1
1654,2
1655,1
1656,2
1657,1
1658,1
1659,0
1660,2
1662,0
1664,2
1665,2
1667,2
1668,0
1669,2
1671,0
1672,2
1674,2
1675,2
1678,0
1679,0
1682,2
1683,0
1684,0
1685,2
1686,1
1688,2
1689,0
1690,0
1691,0
1692,2
1693,0
1694,0
1695,2
1696,0
1697,0
1698,2
1699,0
1700,2
1701,0
1702,0
1703,2
1705,0
1706,2
1708,0
1709,0
1710,2
1711,0
1713,0
1715,1
1716,2
1719,0
1720,1
1722,0
1723,2
1725,2
1726,2
1727,0
1728,0
1729,2
1730,0
1731,0
1732,0
1733,0
1734,2
1735,2
1736,0
1737,0
1738,0
1739,0
1740,2
1741,0
1742,0
1744,0
1746,0
1747,2
1748,2
1750,0
1751,0
1752,0
1753,0
1754,0
1755,0
1756,0
1757,0
1758,2
1759,0
1760,2
1762,0
1763,1
1764,2
1765,2
1766,0
1769,2
1770,0
1772,2
1773,2
1774,2
1775,0
1776,2
1777,0
1778,0
1779,0
1780,0
1783,1
1785,0
1786,0
1788,2
1790,2
1791,0
1794,0
1796,0
1797,0
1799,2
1800,2
1801,2
1802,1
1803,2
1805,2
1806,0
1808,1
1809,2
1810,0
1811,2
1812,0
1813,2
1815,2
1816,2
1817,0
1818,2
1820,2
1821,2
1823,0
1824,1
1825,0
1827,0
1828,2
1829,0
1831,0
1833,2
1834,1
1835,2
1836,2
1837,0
1838,2
1839,0
1840,2
1841,0
1842,2
1843,1
1844,0
1845,0
1846,0
1847,1
1848,0
1849,2
1850,2
1851,0
1852,2
1853,2
1854,0
1855,0
1856,0
1858,0
1859,2
1860,0
1861,1
1863,2
1864,0
1865,2
1866,0
1868,2
1870,2
1872,0
1874,0
1875,0
1876,0
1877,2
1879,2
1880,0
1881,0
1882,0
1883,0
1886,0
1888,0
1890,0
1891,2
1892,2
1893,0
1894,0
1895,0
1896,0
1897,1
1898,2
1899,0
1900,0
1902,2
1903,0
1904,2
1905,1
1906,2
1907,2
1908,1
1909,1
1910,2
1911,1
1912,2
1913,0
1914,1
1915,0
1916,2
1918,0
1919,0
1920,2
1921,2
1922,0
1924,2
1925,2
1926,2
1927,2
1928,0
1929,0
1930,0
1935,0
1936,2
1937,2
1938,0
1940,0
1941,0
1943,2
1944,2
1946,2
1947,1
1948,2
1950,0
1953,2
1954,0
1956,2
1959,0
1961,0
1962,2
1963,0
1964,2
1965,1
1966,0
1967,0
1970,0
1971,0
1972,0
1973,2
1974,1
1975,2
1976,2
1977,0
1979,0
1980,0
1981,0
1982,2
1983,2
1985,2
1986,0
1987,0
1989,2
1990,2
1991,0
1992,0
1993,0
1994,0
1995,2
1996,2
1997,2
1999,0
2001,0
2004,0
2008,0
2010,0
2011,0
2013,2
2014,2
2015,2
2018,0
2019,2
2020,0
2021,2
2022,2
2023,2
2024,2
2025,2
2026,0
2028,0
2029,2
2030,2
2031,0
2032,0
2033,2
2034,0
2035,2
2037,2
2038,2
2040,0
2041,0
2042,2
2044,2
2045,2
2046,2
2047,0
2048,0
2050,0
2051,0
2052,0
2054,0
2055,0
2056,0
2057,0
2058,0
2059,0
2060,0
2061,2
2062,0
2065,2
2066,2
2068,2
2069,2
2071,1
2072,2
2073,0
2074,2
2075,0
2076,0
2077,1
2078,0
2080,0
2081,0
2083,0
2084,0
2085,2
2086,2
2088,0
2089,0
2090,2
2091,0
2092,2
2094,0
2096,2
2097,0
2098,2
2099,0
2101,0
2103,2
2104,2
2105,2
2106,2
2107,1
2108,0
2109,0
2110,0
2111,0
2112,2
2113,1
2114,2
2115,0
2117,2
2118,0
2119,2
2120,2
2121,2
2122,0
2123,0
2124,0
2126,0
2127,1
2128,0
2129,0
2130,0
2131,0
2133,2
2136,0
2137,2
2138,2
2141,0
2143,0
2144,2
2145,0
2146,0
2147,2
2148,0
2149,2
2152,1
2153,0
2154,0
2156,2
2157,0
2160,0
2161,0
2163,2
2165,0
2168,2
2169,2
2171,0
2172,2
2173,1
2175,0
2176,0
2179,0
2182,1
2183,2
2184,0
2186,1
2187,0
2188,2
2189,0
2192,0
2193,2
2194,1
2197,2
2198,0
2199,0
2200,0
2201,0
2202,0
2204,2
2205,2
2206,2
2207,0
2209,2
2210,0
2212,2
2213,0
2214,2
2215,2
2216,1
2217,2
2218,2
2219,2
2220,2
2221,1
2222,0
2223,2
2224,2
2226,0
2227,2
2228,2
2229,0
2231,0
2232,0
2233,1
2234,0
2235,0
2236,0
2237,0
2238,2
2239,2
2240,0
2241,0
2242,0
2243,0
2244,2
2245,2
2248,0
2250,2
2251,0
2253,2
2254,1
2256,2
2257,2
2258,1
2259,2
2261,2
2263,0
2264,2
2265,0
2266,2
2267,0
2269,2
2270,2
2272,0
2273,0
2274,0
2275,0
2276,0
2277,0
2278,1
2280,2
2281,1
2282,2
2283,2
2284,1
2287,0
2288,2
2289,2
2290,2
2291,0
2292,0
2293,2
2294,0
2295,2
2296,0
2297,0
2298,2
2299,0
2300,2
2301,2
2302,0
2303,0
2304,2
2305,0
2306,0
2307,0
2309,0
2310,0
2312,0
2313,0
2315,0
2316,2
2317,0
2319,2
2321,0
2322,0
2323,2
2324,0
2325,2
2326,0
2327,2
2328,2
2329,0
2330,2
2331,0
2332,0
2333,0
2334,0
2335,0
2336,2
2337,2
2339,0
2340,2
2341,0
2342,0
2343,1
2344,0
2346,2
2347,1
2348,2
2350,0
2351,2
2352,0
2353,0
2354,0
2355,0
2356,0
2357,0
2359,0
2360,0
2362,2
2363,2
2364,0
2365,0
2366,0
2368,2
2369,0
2372,0
2373,0
2374,0
2377,0
2378,2
2379,0
2380,0
2383,0
2384,0
2385,0
2386,0
2388,0
2390,0
2391,1
2392,0
2393,0
2394,2
2395,0
2396,0
2397,0
2398,0
2400,1
2401,0
2402,2
2403,1
2404,0
2405,0
2406,0
2409,2
2410,0
2411,2
2412,1
2414,0
2415,1
2416,2
2417,0
2419,0
2420,1
2421,2
2422,2
2423,2
2424,0
2425,0
2426,1
2427,0
2428,1
2429,0
2430,2
2431,0
2432,0
2433,2
2434,0
2435,0
2436,2
2437,2
2438,2
2439,2
2440,2
2441,2
2442,2
2443,0
2444,2
2445,0
2450,2
2452,0
2453,0
2454,0
2455,2
2457,2
2458,2
2460,0
2461,0
2462,2
2463,0
2464,1
2466,2
2468,2
2469,2
2470,0
2471,2
2472,2
2473,2
2474,0
2475,0
2476,1
2479,0
2480,0
2481,2
2482,2
2483,2
2484,2
2485,1
2486,0
2487,0
2488,2
2489,0
2490,0
2491,0
2492,2
2494,1
2496,2
2497,0
2499,0
2500,0
2501,0
2502,0
2503,0
2504,0
2506,2
2507,0
2508,1
2509,2
2510,0
2511,0
2513,2
2514,2
2515,0
2516,2
2517,1
2518,2
2520,0
2521,2
2522,0
2523,0
2524,0
2525,1
2526,2
2528,2
2529,0
2530,0
2531,2
2533,0
2535,1
2536,0
2537,1
2538,2
2539,0
2541,0
2542,1
2543,0
2545,2
2546,1
2547,0
2548,0
2549,0
2550,0
2551,0
2552,2
2553,2
2554,0
2555,0
2558,0
2559,2
2560,2
2561,2
2562,2
2563,0
2564,0
2565,1
2566,2
2567,0
2568,2
2569,2
2570,0
2571,2
2572,0
2573,0
2574,0
2575,2
2577,0
2582,0
2583,2
2584,0
2585,0
2586,2
2587,0
2588,0
2590,2
2591,0
2592,0
2594,2
2595,0
2596,0
2597,1
2598,2
2599,0
2600,0
2602,0
2603,2
2604,0
2605,0
2606,0
2607,1
2608,2
2610,0
2611,2
2612,2
2613,0
2614,1
2615,0
2616,2
2617,0
2618,0
2619,0
2620,2
2622,2
2623,0
2624,2
2625,0
2627,0
2628,0
2629,2
2630,0
2631,1
2632,0
2634,0
2635,0
2636,2
2637,0
2639,0
2640,0
2641,2
2642,0
2643,2
2644,2
2645,0
2646,1
2649,0
2652,0
2654,0
2656,0
2657,2
2658,0
2659,2
2660,0
2661,2
2662,0
2663,2
2664,2
2665,0
2667,0
2668,0
2669,2
2670,0
2671,0
2672,2
2673,1
2674,0
2675,2
2676,0
2677,0
2678,0
2679,0
2680,0
2682,1
2683,0
2684,0
2685,0
2686,0
2687,2
2688,0
2689,0
2690,2
2692,2
2693,0
2694,2
2695,0
2696,2
2697,2
2698,0
2699,2
2700,0
2701,0
2703,0
2704,2
2705,1
2706,2
2707,2
2708,0
2710,0
2711,0
2712,2
2713,0
2714,2
2716,2
2717,2
2718,2
2719,2
2721,2
2722,2
2726,0
2727,2
2728,1
2729,0
2730,2
2731,0
2732,0
2733,2
2734,2
2735,2
2736,2
2737,2
2738,0
2739,2
2740,2
2742,0
2744,0
2745,0
2746,2
2747,0
2748,0
2749,0
2750,2
2752,2
2754,2
2756,0
2757,0
2759,2
2760,2
2761,2
2762,0
2763,0
2764,2
2765,2
2766,2
2767,2
2770,0
2771,2
2772,2
2773,0
2774,0
2775,0
2776,2
2777,1
2778,2
2780,2
2781,0
2783,0
2784,0
2785,0
2787,0
2788,2
2790,0
2792,2
2793,2
2794,2
2795,0
2799,2
2802,0
2803,0
2804,0
2805,0
2806,2
2810,0
2812,0
2813,2
2814,0
2815,0
2816,0
2817,2
2818,2
2819,1
2820,0
2821,0
2822,2
2823,0
2824,0
2825,2
2826,2
2827,2
2828,2
2829,2
2830,1
2833,0
2834,2
2835,2
2836,0
2837,2
2839,2
2842,0
2844,0
2845,0
2846,2
2847,0
2849,0
2850,0
2851,2
2853,2
2856,2
2857,0
2858,0
2859,0
2861,0
2863,0
2864,2
2865,0
2870,0
2871,1
2872,0
2873,0
2878,0
2879,0
2880,0
2881,0
2883,2
2885,0
2886,2
2887,0
2888,2
2889,0
2890,0
2892,0
2893,0
2894,2
2895,0
2896,2
2897,2
2898,0
2900,2
2901,2
2902,2
2903,0
2904,0
2905,0
2907,0
2908,2
2909,0
2911,2
2912,0
2913,2
2914,0
2915,0
2916,0
2917,0
2918,2
2919,0
2920,0
2921,2
2922,2
2924,0
2926,0
2927,0
2928,2
2931,2
2933,0
2934,0
2935,1
2936,0
2937,0
2938,0
2940,2
2942,0
2943,2
2944,0
2945,0
2946,0
2947,0
2948,0
2950,0
2951,0
2952,0
2953,2
2954,2
2955,0
2956,2
2957,0
2958,0
2960,2
2962,2
2963,0
2964,0
2965,2
2967,2
2968,0
2969,2
2970,0
2971,0
2972,2
2973,0
2974,0
2975,0
2976,0
2977,1
2979,2
2980,1
2982,2
2983,0
2984,2
2985,2
2987,2
2989,0
2990,0
2991,0
2992,0
2993,2
2994,0
2995,0
2996,0
2997,0
2998,0
3001,0
3002,2
3004,2
3005,2
3006,1
3007,2
3008,0
3010,1
3011,0
3012,0
3013,0
3014,0
3015,0
3016,2
3017,0
3019,2
3020,0
3021,0
3023,2
3025,0
3026,2
3028,0
3029,0
3030,0
3031,0
3032,0
3033,2
3034,0
3035,0
3036,2
3037,0
3038,2
3039,2
3041,2
3042,2
3043,0
3044,0
3045,0
3046,0
3048,1
3049,0
3050,1
3051,2
3052,0
3053,0
3054,0
3055,2
3056,2
3057,0
3058,0
3059,0
3061,0
3062,1
3063,2
3065,2
3067,2
3068,0
3069,0
3070,2
3071,1
3072,0
3073,0
3074,0
3075,2
3076,0
3077,0
3078,1
3079,0
3080,0
3081,2
3082,0
3083,2
3084,0
3085,0
3086,0
3087,0
3090,2
3091,0
3092,0
3093,2
3094,0
3095,0
3096,2
3097,2
3098,0
3099,0
3100,0
3101,0
3103,0
3104,2
3107,0
3109,2
3110,2
3111,0
3112,2
3113,2
3114,0
3115,0
3116,0
3117,2
3118,2
3119,2
3120,2
3122,2
3123,2
3124,0
3125,0
3126,0
3127,2
3128,0
3129,0
3131,0
3132,0
3133,2
3134,2
3135,2
3136,0
3139,0
3140,0
3141,1
3142,0
3143,2
3146,0
3147,0
3150,0
3151,0
3153,0
3154,0
3155,2
3156,2
3159,0
3160,2
3162,0
3163,0
3164,2
3165,2
3167,0
3168,0
3169,2
3170,0
3171,2
3174,2
3175,0
3176,0
3177,2
3179,0
3180,2
3181,2
3183,0
3184,2
3185,0
3187,0
3189,2
3191,0
3192,2
3194,2
3195,0
3196,2
3197,2
3198,0
3199,2
3200,0
3201,0
3202,0
3203,2
3204,2
3206,2
3207,1
3208,0
3209,2
3210,2
3211,2
3212,0
3213,0
3214,0
3215,2
3216,0
3218,0
3219,2
3222,0
3223,0
3224,0
3226,0
3228,0
3229,0
3230,2
3231,2
3232,0
3233,2
3234,0
3235,2
3236,2
3237,2
3238,0
3239,0
3240,0
3241,2
3242,0
3243,0
3244,0
3245,0
3246,2
3247,2
3248,0
3249,0
3250,2
3252,0
3253,0
3254,0
3255,0
3256,1
3258,2
3259,0
3260,0
3261,0
3262,0
3263,0
3264,0
3265,1
3266,0
3267,0
3268,2
3270,0
3272,1
3273,2
3274,0
3275,2
3276,0
3277,2
3278,2
3279,0
3280,0
3282,2
3283,1
3285,0
3286,0
3287,2
3288,1
3289,2
3290,2
3291,2
3292,2
3295,1
3296,2
3297,0
3299,0
3300,0
3301,2
3303,1
3304,2
3305,1
3306,1
3307,2
3308,2
3311,0
3314,2
3316,2
3317,2
3318,0
3319,0
3320,0
3322,0
3323,0
3324,0
3327,2
3328,2
3329,0
3330,2
3333,2
3334,2
3335,0
3337,0
3338,2
3339,0
3340,0
3342,0
3343,2
3346,1
3348,0
3349,0
3352,2
3354,2
3355,0
3356,0
3357,0
3358,2
3359,2
3360,0
3361,0
3363,2
3365,0
3366,0
3367,0
3368,2
3369,0
3370,2
3371,0
3373,2
3375,0
3376,0
3377,0
3379,2
3381,0
3383,0
3384,2
3385,1
3386,0
3387,0
3391,0
3392,2
3393,0
3394,0
3395,2
3396,0
3397,0
3399,2
3400,2
3401,0
3402,0
3403,0
3405,2
3406,0
3407,0
3408,0
3410,0
3411,2
3412,2
3413,1
3414,2
3415,0
3417,0
3418,2
3419,2
3422,2
3423,2
3426,2
3427,0
3428,2
3431,0
3432,2
3433,0
3434,0
3435,0
3436,2
3437,2
3438,2
3439,0
3440,2
3441,0
3442,0
3443,2
3444,2
3445,2
3446,0
3447,2
3450,2
3453,1
3454,0
3456,0
3457,0
3458,2
3459,0
3460,2
3461,0
3462,0
3464,0
3465,2
3467,1
3468,2
3470,2
3471,0
3472,0
3473,2
3475,2
3476,2
3477,2
3478,2
3479,2
3480,2
3482,0
3485,2
3486,0
3487,0
3488,0
3490,2
3491,2
3494,0
3495,0
3498,2
3500,2
3502,2
3504,0
3508,1
3510,0
3512,0
3513,0
3514,0
3515,0
3516,1
3518,0
3519,0
3520,0
3522,0
3523,0
3524,0
3525,2
3526,2
3527,0
3528,0
3529,0
3530,0
3531,0
3532,0
3533,0
3535,1
3536,2
3538,2
3539,0
3540,0
3542,0
3543,2
3544,0
3545,2
3547,2
3548,0
3549,2
3550,0
3551,1
3552,0
3553,2
3555,0
3556,0
3557,0
3558,2
3559,2
3560,2
3561,0
3562,2
3563,2
3564,0
3565,0
3566,2
3567,2
3568,0
3569,1
3571,1
3572,0
3573,0
3576,0
3577,0
3578,2
3579,2
3580,2
3581,0
3582,2
3584,0
3585,2
3586,0
3587,2
3588,2
3589,0
3590,0
3591,0
3592,1
3594,0
3595,0
3596,2
3597,2
3598,0
3599,0
3600,2
3601,0
3602,0
3603,2
3606,2
3607,2
3608,0
3609,2
3610,0
3611,0
3613,2
3614,1
3615,0
3616,0
3619,2
3620,0
3621,0
3622,2
3623,2
3624,2
3625,0
3626,2
3627,2
3628,2
3629,0
3630,0
3631,0
3632,0
3633,0
3634,0
3635,2
3636,2
3637,0
3638,2
3639,0
3640,2
3642,2
3643,0
3644,2
3645,0
3646,2
3647,2
3650,2
3651,0
3652,2
3653,1
3654,0
3656,2
3657,2
3658,0
3659,2
3660,0
3661,2
3662,0
3663,2
3665,0
3666,1
3667,0
3668,1
3669,0
3671,2
3672,2
3673,0
3674,0
3675,0
3676,2
3677,1
3678,2
3679,0
3680,0
3681,0
3682,0
3683,2
3684,2
3685,0
3686,0
3687,2
3688,0
3689,2
3690,2
3691,2
3692,0
3694,2
3695,2
3696,2
3697,2
3698,2
3699,1
3700,0
3702,0
3704,0
3705,1
3706,0
3707,0
3708,2
3709,0
3710,2
3711,0
3712,2
